base_info,house_daxiao,house_direction,house_id,house_scale,price,time,title
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/9层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",53㎡,朝南,FZ2174252993217052672,2室1厅1卫,2300元,2019-01-21,横街新村 2室1厅 2300元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",80㎡,朝东北,FZ2162154112849027072,5室2厅2卫,4500元,2019-01-22,万科金融港 5室2厅 4500元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/27层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",138㎡,朝南 北,FZ2177961226758799360,3室2厅2卫,5500元,2019-01-26,海润滨江花园B区 3室2厅 5500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/7层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",110㎡,朝东南,FZ2175301430519537664,3室2厅1卫,2700元,2019-01-22,长春花园 3室2厅 2700元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/26层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",87㎡,朝南 北,FZ2175166164601143296,3室2厅1卫,2000元,2019-01-22,福晟钱隆学府 3室2厅 2000元
"基本信息,发布：10天前,入住：2019-03-31, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/9层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝南 北,FZ2211491388670361600,2室1厅1卫,3300元,2019-03-13,省监狱管理局宿舍(省府路51号) 2室1厅 3300元
"基本信息,发布：12天前,入住：2019-04-01, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/17层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",91㎡,朝西南,FZ2210074290341019648,3室2厅2卫,3100元,2019-03-11,大儒世家朗园 3室2厅 3100元
"基本信息,发布：11天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/33层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",129㎡,朝南 北,FZ2210762203450048512,4室2厅1卫,拎包入住,2019-03-12,阳光理想城  舒适四房 使用面积大 居家装修 拎包入住
"基本信息,发布：5天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",73㎡,朝南,FZ2215685483005222912,2室1厅1卫,2300元,2019-03-19,博仕后家园B区 2室1厅 2300元
"基本信息,发布：22天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",45㎡,朝南,FZ2203366714983858176,2室1厅1卫,复式,2019-03-02,蓝波湾 2室1厅 3000元 复式
"基本信息,发布：17天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/33层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",79㎡,朝南,FZ2206469497429164032,3室2厅1卫,2600元,2019-03-06,阳光城大都会A区 3室2厅 2600元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/4层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",167㎡,朝南 北,FZ2196140216929501184,6室4厅5卫,复式,2019-02-20,红树林F区 6室4厅 6000元 复式
"基本信息,发布：22天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",47㎡,朝南,FZ2203366726216204288,2室1厅1卫,复式,2019-03-02,蓝波湾 2室1厅 3000元 复式
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/29层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",69㎡,朝南,FZ2190361419483463680,2室1厅1卫,2800元,2019-02-12,泰禾红树林 2室1厅 2800元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/15层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",90㎡,朝南,FZ2191169208963047424,3室1厅1卫,3600元,2019-02-13,嘉兴小区 3室1厅 3600元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/7层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",89㎡,朝南 北,FZ2192512995295232000,3室2厅1卫,4000元,2019-02-15,北大新村 3室2厅 4000元
"基本信息,发布：17天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/30层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",85㎡,朝南,FZ2206287351959781376,2室1厅2卫,1300元,2019-03-06,贵安新天地贵府苑 2室1厅 1300元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：低楼层/7层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",100㎡,朝南 北,FZ2193916490439467008,3室2厅2卫,4300元,2019-02-17,冶金厅宿舍 3室2厅 4300元
"基本信息,发布：17天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/18层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",80㎡,朝南,FZ2206493389803749376,2室2厅1卫,2900元,2019-03-06,浦新小区 2室2厅 2900元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",144㎡,朝南,FZ2193498484811251712,4室2厅2卫,7500元,2019-02-16,融信大卫城B区 4室2厅 7500元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：中楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",144㎡,朝南,FZ2127233253621637120,4室2厅2卫,5000元,2018-11-17,阳光凡尔赛宫B2区 4室2厅 5000元
"基本信息,发布：17天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",46㎡,朝南,FZ2206297296747380736,1室1厅1卫,2100元,2019-03-06,金凤新苑 1室1厅 2100元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/38层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",162㎡,朝东南,FZ2194060772735188992,4室2厅1卫,7500元,2019-02-17,新大陆壹号 4室2厅 7500元
"基本信息,发布：9天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",38㎡,朝北,FZ2212351873120747520,1室1厅1卫,1400元,2019-03-14,博仕后家园B区 1室1厅 1400元
"基本信息,发布：28天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：高楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",25㎡,朝南,FZ2198261954076737536,1室0厅1卫,1900元,2019-02-23,合租 · 陆庄庭院 1室0厅 1900元
"基本信息,发布：26天前,入住：随时入住, ,租期：3年以上,看房：需提前预约, ,楼层：高楼层/26层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",100㎡,朝东南,FZ2200470605617438720,3室2厅2卫,2500元,2019-02-26,整租 · 阳光城大都会C区 3室2厅 2500元
"基本信息,发布：4个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/17层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",176㎡,朝东南,UNKOWN2115552941145325568,3室1厅1卫,6800元,2018-11-01,富裕世家 3室1厅 6800元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/17层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",90㎡,朝南,FZ2192756980828086272,3室1厅2卫,看房随时恭候,2019-02-15,福晟钱隆城 三房2100 看房随时恭候
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/8层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",125㎡,朝南 北,FZ2189772359861542912,4室2厅2卫,精装修,2019-02-11,望湖新苑   两大房两小房   精装修
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/3层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",470㎡,朝南,FZ2176555854152089600,5室3厅3卫,仓库，带大草地,2019-01-24,闽都大庄园独栋别墅出租 可做办公 仓库，带大草地
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",116㎡,朝南 北,FZ2194795483690434560,3室2厅2卫,3500元,2019-02-18,鼓楼庭院 3室2厅 3500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/28层,电梯：有, ,车位：暂无数据,用水：商水, ,用电：商电,燃气：有, ,采暖：暂无数据",1300㎡,朝西南,FZ2175130143901614080,11室2厅3卫,81900元,2019-01-22,万达广场 11室2厅 81900元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/25层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",78㎡,朝南,FZ2193372967034437632,3室1厅1卫,上街【钱隆学府】标准两房出租+书房，看房方便！,2019-02-16,上街【钱隆学府】标准两房出租+书房，看房方便！
"基本信息,发布：18天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：中楼层/26层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",15㎡,朝南,FZ2205754668523724800,1室0厅1卫,1300元,2019-03-05,合租 · 金凤新苑 1室0厅 1300元
"基本信息,发布：5天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：低楼层/5层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝南,FZ2215038156070461440,1室1厅1卫,1800元,2019-03-18,整租 · 好景城 1室1厅 1800元
"基本信息,发布：4个月前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：中楼层/38层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",119㎡,朝南,FZ2126750211853795328,2室1厅1卫,4500元,2018-11-16,整租 · 阳光凡尔赛宫A区 2室1厅 4500元
"基本信息,发布：10天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：中楼层/30层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",93㎡,朝南 北,FZ2212022686509703168,2室2厅1卫,贵邦苑，高层电梯房，视野无遮挡，采光好。,2019-03-14,整租 ·   贵邦苑，高层电梯房，视野无遮挡，采光好。
"基本信息,发布：20天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/17层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",65㎡,朝南,FZ2204243244819693568,2室1厅1卫,2800元,2019-03-03,福晟钱隆金山 2室1厅 2800元
"基本信息,发布：21天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/33层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",135㎡,朝东南,FZ2203505970917670912,4室2厅3卫,4900元,2019-03-02,鳌祥佳园 4室2厅 4900元
"基本信息,发布：27天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",63㎡,朝西,FZ2199749806153269248,3室2厅2卫,3200元,2019-02-25,万科金融港 3室2厅 3200元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/7层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",64㎡,朝东南 北,FZ2194937774430765056,2室1厅1卫,两房2300元,2019-02-18,宝龙万象城 背后 交通西路 上海新村 两房2300元
"基本信息,发布：17天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝南,FZ2206320710174392320,2室1厅1卫,2600元,2019-03-06,滨海嘉年华B1区 2室1厅 2600元
"基本信息,发布：3个月前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：高楼层/18层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",118㎡,朝南,FZ2145578888506916864,4室1厅2卫,随时入住,2018-12-12,整租 ·   沿江别墅社区 电梯高层4房2卫2阳台 居家装 随时入住
"基本信息,发布：2个月前,入住：随时入住, ,租期：1年以内,看房：一般下班后可看, ,楼层：高楼层/18层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",119㎡,朝南,FZ2168686596952694784,3室2厅1卫,拎包住,2019-01-13,整租 ·   江景别墅社区 电梯高层3房2卫2阳台 居家精装 拎包住
"基本信息,发布：2个月前,入住：随时入住, ,租期：1~2年,看房：一般下班后可看, ,楼层：中楼层/9层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",126㎡,朝西北,FZ2175302185837920256,4室2厅2卫,四房出租，位置：罗马佳洲长滩一里,2019-01-22,整租 · 四房出租，位置：罗马佳洲长滩一里
"基本信息,发布：20天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/36层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",168㎡,朝东南,FZ2204322347807686656,4室2厅2卫,7000元,2019-03-03,闽发西湖广场 4室2厅 7000元
"基本信息,发布：16天前,入住：2019-03-26, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/17层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝南,FZ2207261155439673344,1室1厅1卫,1950元,2019-03-07,天鹅湾 1室1厅 1950元
"基本信息,发布：13天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/30层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",49㎡,朝南 北,FZ2209220003159613440,2室1厅1卫,3000元,2019-03-10,金帝·天澜 2室1厅 3000元
"基本信息,发布：13天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/8层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",86㎡,朝东南,FZ2209250883454107648,2室2厅1卫,通透两房两厅一卫一厨阳台在客厅,2019-03-10,中茵加洲花城 通透两房两厅一卫一厨阳台在客厅
"基本信息,发布：27天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",120㎡,朝南,FZ2199081597406552064,4室2厅2卫,4000元,2019-02-24,黄山新城二区 4室2厅 4000元
"基本信息,发布：14天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/30层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",75㎡,朝南,FZ2208543585496727552,2室1厅2卫,3000元,2019-03-09,葛屿新苑 2室1厅 3000元
"基本信息,发布：14天前,入住：随时入住, ,租期：1~2年,看房：需提前预约, ,楼层：中楼层/7层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝东南,FZ2208678210273812480,1室1厅1卫,1600元,2019-03-09,合租 · 西河坡下新村 1室1厅 1600元
"基本信息,发布：25天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/17层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",77㎡,朝东南,FZ2201190149407113216,4室2厅3卫,4000元,2019-02-27,万科金融港 4室2厅 4000元
"基本信息,发布：27天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/8层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",120㎡,朝南 北,FZ2199714107677491200,3室2厅2卫,4500元,2019-02-25,榕江新天地 3室2厅 4500元
"基本信息,发布：9天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：高楼层/33层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",89㎡,朝东南 东北,FZ2212212157196533760,3室2厅1卫,博仕后官邸，新装修，新家具，长租能优惠,2019-03-14,整租 ·   博仕后官邸，新装修，新家具，长租能优惠
"基本信息,发布：6天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/33层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",168㎡,朝南,FZ2214962158545420288,3室2厅3卫,7500元,2019-03-18,世茂外滩花园 3室2厅 7500元
"基本信息,发布：3个月前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：低楼层/20层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",141㎡,朝南 北,FZ2133931755617927168,4室2厅3卫,此房底楼层，精装修，适合办公，居家,2018-11-26,整租 · 此房底楼层，精装修，适合办公，居家
"基本信息,发布：4个月前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：中楼层/27层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",123㎡,朝南 北,UNKOWN2131168165739642880,3室2厅2卫,海峡会展旁。闽江世纪城，独门独户大三房，拎包入住,2018-11-22,整租 · 海峡会展旁。闽江世纪城，独门独户大三房，拎包入住
"基本信息,发布：2个月前,入住：随时入住, ,租期：1~3个月,看房：需提前预约, ,楼层：中楼层/19层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",47㎡,朝南,FZ2156920599921311744,1室1厅1卫,永嘉天地，正规写字楼，可居家可办公，,2018-12-28,整租 ·   永嘉天地，正规写字楼，可居家可办公，
"基本信息,发布：2个月前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：低楼层/3层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",218㎡,朝南,FZ2174528446967840768,4室2厅2卫,金桥花园旁,2019-01-21,整租 · 急！春江御园 办公别墅 看房随时 金桥花园旁
"基本信息,发布：17天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：高楼层/16层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",63㎡,朝北,FZ2206541885328605184,3室1厅2卫,3500元,2019-03-06,整租 · 万科金融港 3室1厅 3500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：高楼层/17层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",83㎡,朝南,FZ2158699755662737408,3室2厅1卫,随时看房,2018-12-30,整租 ·  钱隆城高层精装三房  完整设备 三面采光 随时看房
"基本信息,发布：17天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/15层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",38㎡,朝南,FZ2206306256091103232,1室1厅1卫,大学城旁尚书耕天下单身公寓，家电齐全可拎包入住,2019-03-06,大学城旁尚书耕天下单身公寓，家电齐全可拎包入住
"基本信息,发布：9天前,入住：2019-03-31, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/25层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",63㎡,朝南,FZ2212772863297978368,2室2厅1卫,2000元,2019-03-15,福晟钱隆城 2室2厅 2000元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：高楼层/27层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",210㎡,朝东南,FZ2190504298767990784,4室2厅2卫,7500元,2019-02-12,君临闽江 4室2厅 7500元
"基本信息,发布：23天前,入住：随时入住, ,租期：1年以内,看房：需提前预约, ,楼层：中楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",83㎡,朝南,FZ2202182263918034944,3室2厅2卫,2300元,2019-02-28,整租 · 福晟钱隆城 3室2厅 2300元
"基本信息,发布：2个月前,入住：随时入住, ,租期：1~2年,看房：需提前预约, ,楼层：高楼层/4层,电梯：无, ,车位：免费使用,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",241㎡,朝南,FZ2175302153080676352,4室2厅3卫,仓库,2019-01-22,整租 · 闽都大庄园双拼出租 可做办公 仓库
"基本信息,发布：2天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/22层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",50㎡,朝东南,FZ2217506525876846592,2室1厅1卫,2450元,2019-03-21,联建新苑3区 2室1厅 2450元
"基本信息,发布：11天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",130㎡,朝西南,FZ2210746895028977664,2室1厅2卫,4000元,2019-03-12,东光花园 2室1厅 4000元
"基本信息,发布：21天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/22层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",96㎡,朝东南,FZ2203529059915268096,3室1厅2卫,3250元,2019-03-02,大儒世家朗园 3室1厅 3250元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/26层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",120㎡,朝南,FZ2194274557542801408,3室2厅2卫,4000元,2019-02-17,绿榕家园 3室2厅 4000元
"基本信息,发布：2天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/27层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",25㎡,朝南,FZ2217338034930581504,1室0厅1卫,1300元,2019-03-21,秀峰景山佳园 1室0厅 1300元
"基本信息,发布：2天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/31层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",112㎡,朝东南,FZ2217312386862555136,4室2厅2卫,3800元,2019-03-21,融侨悦城 4室2厅 3800元
"基本信息,发布：11天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/8层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",36㎡,朝西,FZ2210736634495254528,1室1厅1卫,1700元,2019-03-12,万科金融港 1室1厅 1700元
"基本信息,发布：2天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/22层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",86㎡,朝北,FZ2217278195878084608,2室1厅2卫,6800元,2019-03-21,东二环泰禾广场一期 2室1厅 6800元
"基本信息,发布：8天前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：低楼层/24层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",20㎡,朝南,FZ2212918582830956544,1室0厅1卫,1500元,2019-03-15,华林上景 1室0厅 1500元
"基本信息,发布：3天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",140㎡,朝南 北,FZ2216579457303986176,4室2厅2卫,4500元,2019-03-20,华庆花园 4室2厅 4500元
"基本信息,发布：3天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/11层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",130㎡,朝南 北,FZ2216579213229047808,3室2厅2卫,5000元,2019-03-20,阳光城二区 3室2厅 5000元
"基本信息,发布：3天前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/16层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",100㎡,朝南 北,FZ2216610137228189696,3室2厅2卫,4300元,2019-03-20,半山千叶 3室2厅 4300元
